SEQN,Gender,Age,Ethnicity,US born,Education,Marital Status,HouseholdSize,AgeUnder6,Age6to18,AgeOver60,HouseholdIncome,IncomePovertyRatio
95320,Male,1,Mexican-American,1,4.0,,5,1,1,0,20.0,0.58
95368,Female,1,Asian,1,3.0,,3,1,0,0,35.0,1.35
95407,Female,1,Black,1,2.0,,5,1,1,0,380.0,3.4
95502,Male,1,White,1,,,5,1,1,0,65.0,1.77
95538,Male,1,White,1,4.0,,7,3,2,1,15.0,0.33
95560,Male,1,Other Hispanic,1,2.0,,5,1,2,0,54.0,
95562,Female,1,Black,1,1.0,,4,2,0,0,20.0,0.61
95567,Male,1,Others,1,4.0,,7,2,1,0,647.0,2.73
95580,Male,1,Other Hispanic,1,,,7,3,0,0,11.0,
95632,Male,1,Other Hispanic,1,,,4,2,0,0,75.0,2.64
95728,Male,1,Asian,1,1.0,,4,1,1,0,253.0,5.0
95852,Female,1,Black,1,4.0,,3,1,0,0,20.0,0.72
95878,Female,1,White,1,2.0,,3,1,0,0,15.0,0.55
95932,Male,1,White,1,,,5,2,1,0,517.0,5.0
95938,Male,1,Black,1,1.0,,7,3,0,0,55.0,1.21
96015,Female,1,White,1,3.0,,4,1,1,0,45.0,1.43
96039,Male,1,White,1,4.0,,3,1,0,0,321.0,4.9
96062,Female,1,White,1,,,4,2,0,0,380.0,5.0
96154,Female,1,White,1,4.0,,3,1,0,0,75.0,3.37
96256,Male,1,Mexican-American,1,4.0,,7,2,3,0,151.0,0.0
96353,Male,1,White,1,,,4,2,0,0,75.0,2.95
96414,Male,1,White,1,4.0,,4,1,1,0,,
96424,Male,1,Black,1,5.0,,5,1,2,0,25.0,0.8
96458,Male,1,Other Hispanic,2,4.0,,4,1,2,0,64.0,
96496,Male,1,Black,1,,,2,1,0,0,5.0,0.06
96591,Male,1,White,1,5.0,,5,1,2,0,20.0,0.65
96650,Female,1,Black,1,4.0,,4,1,1,0,45.0,1.63
96664,Female,1,Black,1,4.0,,2,1,0,0,25.0,1.45
96665,Female,1,White,1,,,5,2,1,0,65.0,1.87
96678,Female,1,White,1,5.0,,4,2,0,0,35.0,1.1
96709,Male,1,White,1,,,5,3,0,0,847.0,3.65
96738,Male,1,White,1,,,4,2,0,0,20.0,0.61
96791,Female,1,White,1,,,4,2,0,0,65.0,2.44
96857,Female,1,Others,1,,,4,1,2,0,5.0,0.0
96886,Female,1,White,1,,,5,1,2,0,888.0,4.34
96932,Male,1,Others,1,5.0,,4,1,0,1,,
97061,Male,1,Black,1,,,7,2,3,0,15.0,0.32
97158,Male,1,Mexican-American,1,,,3,1,0,0,20.0,0.91
97196,Female,1,Others,1,1.0,,4,1,1,0,63.0,
97205,Female,1,Black,1,5.0,,6,2,2,0,10.0,0.18
97226,Female,1,Others,1,4.0,,5,2,1,0,20.0,0.52
97254,Male,1,Mexican-American,1,,,7,2,1,1,65.0,1.45
97311,Male,1,Black,1,4.0,,4,1,1,0,65.0,2.24
97459,Male,1,White,1,5.0,,3,1,0,0,45.0,2.12
97556,Male,1,White,1,3.0,,6,3,1,0,35.0,1.11
97567,Female,1,Others,1,3.0,,4,1,1,0,65.0,2.24
97599,Male,1,Black,1,1.0,,7,2,2,0,63.0,0.85
97637,Female,1,Black,1,,,4,1,1,0,96.0,3.17
97645,Male,1,Other Hispanic,1,4.0,,3,1,0,0,55.0,2.55
97721,Female,1,White,1,2.0,,7,3,3,0,78.0,1.81
97725,Female,1,Mexican-American,1,1.0,,6,3,1,0,35.0,0.8
97731,Female,1,Others,1,2.0,,3,1,0,0,,
97734,Male,1,White,1,,,5,1,2,0,65.0,2.08
97738,Female,1,Asian,1,,,5,1,1,1,75.0,2.38
97808,Female,1,White,1,4.0,,3,1,0,0,331.0,1.45
97834,Male,1,White,1,,,3,1,0,0,964.0,5.0
97842,Male,1,Mexican-American,1,1.0,,5,2,1,0,55.0,1.7
97900,Male,1,White,1,5.0,,4,3,0,0,5.0,0.15
97939,Female,1,White,1,,,5,3,0,0,45.0,1.22
98039,Male,1,Black,1,,,5,1,1,0,35.0,0.92
98105,Male,1,Others,1,,,4,2,0,0,5.0,0.2
98108,Male,1,Others,1,3.0,,5,2,1,0,859.0,5.0
98155,Male,1,Others,1,1.0,,5,1,1,0,90.0,2.87
98181,Male,1,Black,1,3.0,,6,1,3,0,25.0,0.65
98196,Male,1,White,1,4.0,,7,1,0,0,63.0,
98200,Female,1,Mexican-American,1,5.0,,3,1,0,0,35.0,1.22
98206,Male,1,White,1,4.0,,5,3,0,0,81.0,2.58
98232,Male,1,White,1,3.0,,6,3,1,0,35.0,0.95
98245,Female,1,Black,1,,,4,1,1,0,35.0,1.02
98265,Male,1,Mexican-American,1,3.0,,5,1,0,0,78.0,2.72
98306,Male,1,Asian,1,5.0,,7,2,3,2,63.0,
98307,Female,1,Black,1,4.0,,7,2,2,1,76.0,2.36
98335,Female,1,White,1,,,5,2,1,0,35.0,1.01
98361,Female,1,White,1,,,4,2,0,0,65.0,2.33
98432,Male,1,Others,1,,,3,1,0,0,55.0,2.35
98503,Male,1,Black,1,5.0,,4,2,0,0,10.0,0.2
98519,Female,1,Mexican-American,1,3.0,,2,1,0,0,10.0,0.49
98552,Female,1,White,1,3.0,,3,1,0,0,,
98619,Male,1,Mexican-American,1,4.0,,7,1,2,0,44.0,0.63
98621,Male,1,Others,1,,,4,1,2,0,10.0,0.28
98672,Female,1,Asian,1,3.0,,3,1,0,0,609.0,5.0
98750,Female,1,White,1,4.0,,4,1,0,1,783.0,4.17
98809,Female,1,Black,1,,,6,2,1,0,35.0,0.74
98811,Male,1,White,1,,,3,1,0,0,45.0,1.71
98861,Female,1,Asian,1,,,4,2,0,0,82.0,3.66
98873,Female,1,Others,1,,,4,2,0,0,25.0,0.81
98882,Male,1,Black,1,1.0,,4,2,0,0,5.0,0.0
98937,Female,1,Black,1,3.0,,7,3,2,0,45.0,1.02
98954,Female,1,Mexican-American,1,4.0,,4,1,0,1,,
98969,Male,1,Mexican-American,1,4.0,,5,1,2,0,69.0,
98973,Female,1,Others,1,5.0,,7,3,1,0,45.0,1.13
98993,Female,1,White,1,,,4,2,0,0,92.0,3.74
98999,Female,1,Mexican-American,1,4.0,,7,2,3,1,24.0,
99045,Female,1,White,1,4.0,,5,3,0,0,55.0,1.7
99147,Male,1,White,1,5.0,,6,2,2,0,65.0,1.76
99196,Female,1,White,1,2.0,,3,2,0,0,45.0,1.76
99267,Male,1,Others,1,5.0,,5,2,0,0,20.0,0.59
99301,Male,1,Black,1,,,7,2,3,0,,
99406,Female,1,White,1,2.0,,3,1,0,0,35.0,1.25
99423,Female,1,Others,1,5.0,,4,1,0,1,947.0,5.0
99478,Female,1,Mexican-American,1,4.0,,3,1,0,0,45.0,1.68
99515,Male,1,White,1,,,5,2,1,0,35.0,1.12
99623,Male,1,White,1,,,2,1,0,0,5.0,0.18
99634,Female,1,Other Hispanic,1,,,6,1,2,0,65.0,1.63
99638,Male,1,Asian,1,5.0,,7,3,1,0,65.0,1.32
99652,Male,1,Asian,1,,,4,2,0,0,65.0,2.44
99701,Male,1,Mexican-American,1,,,3,1,0,0,35.0,1.52
99725,Male,1,White,1,4.0,,4,2,0,0,100.0,5.0
99752,Male,1,Black,1,,,4,2,0,0,20.0,0.71
99832,Male,1,White,1,4.0,,4,2,0,0,15.0,0.41
99843,Female,1,Other Hispanic,1,,,5,2,1,0,813.0,3.47
99862,Male,1,Others,1,4.0,,4,2,0,0,63.0,
100086,Male,1,Others,1,4.0,,7,1,1,0,884.0,3.15
100091,Male,1,Mexican-American,1,,,4,1,0,1,15.0,0.58
100104,Male,1,White,1,,,4,2,0,0,35.0,1.0
100109,Male,1,White,1,5.0,,7,3,2,2,230.0,3.92
100120,Male,1,White,1,,,5,1,1,0,513.0,5.0
100138,Female,1,Other Hispanic,1,2.0,,5,1,2,0,,
100164,Male,1,Mexican-American,1,,,6,3,0,0,25.0,0.71
100290,Male,1,White,1,4.0,,5,1,0,2,968.0,5.0
100335,Male,1,Black,1,5.0,,3,2,0,0,15.0,0.69
100372,Female,1,Mexican-American,1,2.0,,7,1,2,0,5.0,
100417,Female,1,Black,1,,,4,2,0,0,55.0,2.15
100426,Male,1,Black,1,,,3,1,0,0,78.0,4.41
100471,Female,1,Black,1,,,6,2,2,0,35.0,0.89
100496,Male,1,White,1,5.0,,6,1,2,0,25.0,0.59
100542,Female,1,Mexican-American,1,,,7,2,0,1,15.0,0.28
100612,Female,1,White,1,5.0,,3,1,0,0,45.0,1.83
100626,Male,1,White,1,,,5,3,0,0,75.0,2.57
100664,Female,1,Black,1,5.0,,3,2,0,0,25.0,1.14
100676,Male,1,White,1,3.0,,4,1,1,0,55.0,1.91
100712,Male,1,White,1,3.0,,3,1,0,0,5.0,0.0
100734,Female,1,White,1,5.0,,4,2,0,0,45.0,1.39
100803,Female,1,Mexican-American,1,5.0,,6,2,1,0,25.0,0.62
100811,Female,1,Asian,1,5.0,,4,2,0,0,621.0,5.0
100820,Male,1,Others,1,3.0,,5,2,0,1,,
100828,Female,1,White,1,3.0,,5,1,2,0,20.0,0.51
100906,Male,1,Asian,1,5.0,,3,1,0,0,90.0,4.36
100977,Female,1,Black,1,5.0,,3,1,0,0,,
100984,Male,1,Mexican-American,1,3.0,,4,2,0,0,55.0,1.91
100995,Male,1,White,1,,,4,2,0,0,94.0,3.74
101008,Female,1,Mexican-American,1,4.0,,6,2,2,0,25.0,0.59
101116,Female,1,White,1,,,3,1,0,0,75.0,3.37
101165,Male,1,Other Hispanic,1,5.0,,7,3,0,0,,
101235,Male,1,White,1,,,7,3,2,0,35.0,0.73
101309,Male,1,Mexican-American,1,,,5,2,1,0,79.0,2.62
101406,Female,1,Asian,1,3.0,,4,2,0,0,31.0,
101419,Male,1,Others,1,3.0,,4,2,0,0,85.0,3.96
101428,Female,1,Mexican-American,1,2.0,,5,1,2,0,608.0,4.2
101445,Female,1,Mexican-American,1,5.0,,4,2,0,0,25.0,0.81
101453,Female,1,Black,1,3.0,,5,2,1,0,,
101553,Female,1,Black,1,,,5,1,2,0,77.0,2.78
101586,Female,1,White,1,,,3,1,0,0,15.0,0.49
101611,Male,1,Black,1,1.0,,4,2,1,0,45.0,
101641,Female,1,White,1,2.0,,4,2,0,0,65.0,2.44
101680,Male,1,Black,1,4.0,,3,1,0,0,25.0,0.98
101752,Female,1,Other Hispanic,1,,,7,2,1,1,10.0,
101767,Male,1,Mexican-American,1,,,5,2,1,0,90.0,2.62
101791,Female,1,White,1,2.0,,3,1,0,0,77.0,4.09
101797,Male,1,White,1,,,4,2,0,0,35.0,1.2
101854,Male,1,Others,1,,,4,2,0,0,45.0,1.46
101881,Male,1,Black,1,1.0,,3,1,1,0,5.0,0.0
101908,Female,1,Others,1,5.0,,5,2,0,1,230.0,5.0
101946,Male,1,White,1,4.0,,4,2,1,0,75.0,2.85
101954,Female,1,Mexican-American,1,3.0,,5,1,2,0,65.0,1.97
101955,Female,1,Mexican-American,1,1.0,,7,3,2,0,35.0,0.5
101979,Male,1,Black,1,4.0,,4,2,1,0,5.0,0.0
102011,Female,1,Mexican-American,1,5.0,,4,1,1,0,,
102094,Female,1,White,1,,,3,1,0,0,820.0,5.0
102216,Female,1,White,1,3.0,,7,1,1,2,63.0,
102257,Female,1,Black,1,,,6,3,1,0,63.0,
102295,Male,1,Black,1,3.0,,5,2,1,0,25.0,0.68
102451,Male,1,White,1,2.0,,6,2,2,0,65.0,1.76
102477,Male,1,White,1,1.0,,3,1,0,0,83.0,4.09
102537,Female,1,Others,1,5.0,,5,3,0,0,440.0,5.0
102564,Male,1,Black,1,3.0,,6,2,1,0,65.0,1.87
102752,Female,1,Other Hispanic,1,4.0,,6,1,2,0,,
102839,Male,1,White,1,,,4,2,0,0,80.0,3.25
102843,Male,1,Others,1,5.0,,5,3,0,0,929.0,4.08
102848,Male,1,White,1,3.0,,6,2,2,0,45.0,1.04
102897,Male,1,White,1,,,3,1,1,0,20.0,0.73
102936,Male,1,Others,1,4.0,,7,2,1,0,62.0,
94297,Male,2,Others,1,,,3,2,0,0,,
95529,Female,2,Black,1,2.0,,5,3,0,0,55.0,1.65
95845,Male,2,Other Hispanic,1,,,4,2,0,0,,
95982,Female,2,Black,1,,,4,2,0,0,20.0,0.61
96075,Female,2,Black,1,5.0,,7,3,1,0,35.0,0.79
96095,Female,2,Black,1,,,4,2,0,0,85.0,3.25
96356,Male,2,White,1,5.0,,3,2,0,0,5.0,0.17
96772,Female,2,White,1,5.0,,3,1,0,0,45.0,2.11
97084,Male,2,White,1,3.0,,3,1,0,0,63.0,4.68
97872,Male,2,White,1,1.0,,5,1,2,0,,
97942,Female,2,White,1,5.0,,5,2,1,0,79.0,3.13
98166,Female,2,White,1,,,6,1,2,0,103.0,5.0
98735,Male,2,Mexican-American,1,4.0,,3,1,1,0,35.0,1.3
98818,Female,2,White,1,,,4,2,0,0,808.0,5.0
98836,Male,2,Others,1,,,3,1,0,0,,
100060,Male,2,White,1,1.0,,2,1,0,0,35.0,1.52
100256,Male,2,Mexican-American,1,,,4,2,0,0,386.0,4.88
100279,Male,2,White,1,4.0,,3,1,0,0,75.0,3.46
100462,Female,2,Other Hispanic,1,,,3,1,0,0,627.0,4.81
100810,Female,2,White,1,3.0,,4,2,1,0,35.0,1.16
100839,Female,2,White,1,2.0,,4,2,1,0,25.0,0.81
101225,Male,2,Other Hispanic,1,,,6,2,1,0,20.0,0.58
101452,Male,2,Others,1,,,3,1,0,0,20.0,0.91
101877,Female,2,White,1,,,4,2,0,0,75.0,2.87
102596,Female,2,Black,1,,,5,1,0,0,26.0,
93703,Female,2,Asian,1,5.0,,5,3,0,0,404.0,5.0
93704,Male,2,White,1,3.0,,4,2,0,0,181.0,5.0
93784,Female,2,White,1,2.0,,5,1,1,1,20.0,0.62
93802,Female,2,White,1,2.0,,3,1,0,0,10.0,0.47
93828,Female,2,White,1,5.0,,3,1,0,0,35.0,1.47
93842,Male,2,Black,1,2.0,,2,1,0,0,20.0,1.17
93862,Male,2,Mexican-American,1,4.0,,7,3,2,0,89.0,1.69
93867,Female,2,Mexican-American,1,3.0,,7,1,3,1,793.0,2.63
93944,Female,2,Mexican-American,1,4.0,,2,1,0,0,25.0,1.23
93958,Female,2,Black,1,5.0,,7,2,3,0,65.0,1.51
93993,Female,2,White,1,,,3,1,0,0,25.0,0.98
94063,Male,2,White,1,3.0,,4,3,0,0,10.0,0.37
94076,Male,2,Mexican-American,1,,,7,2,3,0,15.0,0.31
94111,Female,2,White,1,1.0,,6,3,1,0,55.0,1.52
94146,Female,2,White,1,,,6,3,1,0,35.0,0.91
94170,Male,2,Black,1,4.0,,5,2,1,0,,
94172,Female,2,White,1,2.0,,4,2,0,0,94.0,3.74
94191,Female,2,White,1,4.0,,5,2,1,0,85.0,2.65
94203,Male,2,Other Hispanic,1,4.0,,4,1,0,0,87.0,3.66
94222,Male,2,Others,1,,,3,1,0,0,77.0,
94310,Male,2,Asian,1,5.0,,2,1,0,0,65.0,3.65
94355,Male,2,White,1,3.0,,7,2,3,0,65.0,1.58
94369,Male,2,Black,1,3.0,,7,3,1,0,75.0,1.18
94422,Female,2,White,1,5.0,,4,1,1,0,15.0,0.53
94513,Male,2,White,1,3.0,,3,1,0,0,79.0,3.67
94551,Male,2,Mexican-American,1,,,6,1,1,2,,
94602,Male,2,White,1,3.0,,3,1,0,0,45.0,1.96
94628,Male,2,Black,1,,,5,1,2,0,5.0,0.07
94629,Female,2,White,1,,,4,1,0,1,75.0,3.66
94661,Female,2,Mexican-American,1,4.0,,5,2,1,0,45.0,1.29
94690,Female,2,White,1,,,3,1,0,0,25.0,0.96
94824,Male,2,White,1,4.0,,3,1,0,0,421.0,5.0
94828,Male,2,Black,1,,,3,2,0,0,35.0,1.29
94853,Male,2,Other Hispanic,1,3.0,,5,1,2,0,35.0,1.15
94869,Male,2,White,1,,,6,3,0,1,63.0,
94992,Male,2,White,1,,,3,1,0,0,654.0,4.9
94999,Female,2,Others,1,,,4,2,0,0,378.0,5.0
95104,Male,2,White,1,4.0,,4,1,1,0,65.0,2.64
95130,Female,2,White,1,,,3,1,0,0,35.0,1.35
95147,Female,2,White,1,,,7,1,3,0,55.0,0.99
95304,Male,2,Black,1,2.0,,4,1,1,1,,
95359,Male,2,Black,1,3.0,,4,2,0,0,20.0,0.61
95363,Male,2,Black,1,3.0,,3,1,0,1,65.0,2.65
95430,Male,2,Black,1,4.0,,5,1,2,0,279.0,3.56
95491,Male,2,Other Hispanic,1,4.0,,7,2,1,0,789.0,4.04
95507,Male,2,Black,1,,,3,1,1,0,5.0,0.09
95570,Female,2,White,1,4.0,,4,2,0,0,35.0,1.2
95614,Female,2,Other Hispanic,1,5.0,,4,2,0,0,45.0,1.39
95667,Male,2,Other Hispanic,1,,,7,1,3,0,380.0,5.0
95693,Female,2,White,1,4.0,,4,1,0,2,432.0,5.0
95810,Male,2,Mexican-American,1,,,5,1,3,0,5.0,0.04
95837,Male,2,Black,1,,,5,2,1,1,63.0,
95925,Male,2,Black,1,,,4,1,2,0,35.0,1.38
95957,Female,2,Other Hispanic,1,5.0,,7,3,1,0,62.0,
96073,Female,2,White,1,2.0,,4,2,0,0,488.0,4.88
96113,Male,2,Others,1,4.0,,3,1,0,0,20.0,0.81
96118,Female,2,Black,1,4.0,,4,1,1,1,,
96148,Female,2,White,1,4.0,,5,2,1,0,81.0,2.65
96208,Female,2,White,1,4.0,,6,1,3,0,522.0,3.85
96209,Male,2,Mexican-American,1,,,4,2,0,0,35.0,1.01
96231,Female,2,Black,1,3.0,,4,3,0,0,5.0,0.02
96423,Male,2,Asian,1,3.0,,6,1,2,0,91.0,
96460,Female,2,Mexican-American,1,4.0,,4,2,0,0,45.0,1.71
96567,Female,2,White,1,4.0,,5,1,2,0,86.0,2.85
96620,Male,2,Black,1,,,4,2,0,0,20.0,0.68
96635,Male,2,Other Hispanic,1,,,7,3,3,0,35.0,0.73
96643,Male,2,White,1,1.0,,3,1,0,0,65.0,3.04
96872,Male,2,Asian,1,4.0,,3,1,0,0,,
96974,Male,2,White,1,3.0,,2,1,0,0,15.0,0.87
96999,Female,2,Other Hispanic,1,4.0,,4,1,1,0,35.0,1.22
97068,Female,2,Black,1,,,4,2,0,0,35.0,1.02
97072,Male,2,Black,1,5.0,,3,2,0,0,5.0,0.02
97101,Female,2,Asian,1,,,3,1,0,0,989.0,5.0
97113,Female,2,White,1,4.0,,3,1,0,0,325.0,5.0
97207,Female,2,Mexican-American,1,3.0,,6,2,2,0,10.0,0.22
97286,Male,2,White,1,,,4,2,0,0,100.0,5.0
97295,Female,2,Mexican-American,1,,,4,1,0,0,10.0,0.29
97296,Male,2,White,1,,,3,1,0,0,75.0,3.43
97309,Female,2,Mexican-American,1,,,4,1,0,0,,
97310,Female,2,Black,1,2.0,,7,2,2,0,63.0,0.85
97479,Female,2,Mexican-American,1,4.0,,7,1,2,1,20.0,0.4
97489,Female,2,White,1,,,4,2,0,0,196.0,5.0
97493,Female,2,Others,1,4.0,,4,2,0,0,82.0,3.13
97540,Female,2,Other Hispanic,1,,,6,2,0,1,95.0,2.73
97579,Female,2,White,1,,,4,1,0,0,25.0,0.91
97604,Male,2,Asian,2,3.0,,7,1,3,0,75.0,1.71
97616,Female,2,White,1,2.0,,4,2,0,0,75.0,2.85
97653,Female,2,White,1,4.0,,4,1,1,0,15.0,0.56
97654,Female,2,Asian,1,5.0,,3,1,0,0,55.0,2.41
97663,Male,2,Mexican-American,1,4.0,,4,1,1,0,45.0,1.49
97665,Female,2,White,1,2.0,,4,2,0,0,35.0,1.0
97690,Female,2,Other Hispanic,1,4.0,,6,1,2,0,,
97820,Female,2,Mexican-American,1,,,2,1,0,0,35.0,1.55
97912,Male,2,Other Hispanic,1,1.0,,5,1,2,0,75.0,2.29
98069,Female,2,White,1,,,5,1,2,0,631.0,3.79
98074,Male,2,Mexican-American,1,2.0,,6,3,0,2,35.0,1.0
98076,Female,2,White,1,4.0,,4,2,0,0,105.0,5.0
98140,Female,2,Others,1,3.0,,5,3,0,0,139.0,4.08
98182,Female,2,Black,1,,,4,1,0,0,20.0,1.03
98191,Female,2,Mexican-American,1,3.0,,7,2,3,0,55.0,1.27
98254,Female,2,Mexican-American,1,,,6,1,3,0,25.0,0.74
98286,Male,2,Others,1,2.0,,3,1,0,0,55.0,2.41
98321,Female,2,White,1,3.0,,5,1,0,2,88.0,2.64
98409,Male,2,White,1,,,6,2,2,0,91.0,2.82
98472,Female,2,Asian,1,,,3,1,0,0,505.0,5.0
98476,Male,2,White,1,5.0,,4,2,0,0,35.0,1.02
98497,Male,2,Mexican-American,1,4.0,,6,2,1,0,20.0,0.47
98518,Male,2,White,1,,,6,1,3,0,77.0,2.73
98525,Male,2,White,1,5.0,,5,2,1,0,88.0,3.02
98636,Female,2,White,1,4.0,,6,1,3,0,45.0,1.15
98652,Male,2,Mexican-American,1,5.0,,6,3,0,2,35.0,1.0
98660,Male,2,White,1,4.0,,5,1,2,0,55.0,1.77
98686,Male,2,White,1,4.0,,6,3,1,0,35.0,0.95
98706,Female,2,White,1,4.0,,4,2,0,0,437.0,4.88
98805,Male,2,Other Hispanic,1,2.0,,7,3,2,0,81.0,2.56
99017,Female,2,White,1,4.0,,4,2,0,0,55.0,1.94
99020,Male,2,White,1,,,3,1,0,0,55.0,2.45
99061,Male,2,Black,1,2.0,,7,2,3,0,65.0,1.62
99075,Male,2,Mexican-American,1,,,7,1,3,0,35.0,0.78
99078,Female,2,Others,1,5.0,,4,1,1,0,94.0,3.25
99093,Female,2,Black,1,,,3,1,1,0,13.0,
99115,Female,2,Mexican-American,1,,,4,1,2,0,10.0,0.2
99137,Male,2,White,1,,,6,3,0,0,10.0,0.25
99143,Female,2,Others,1,4.0,,3,1,0,0,65.0,2.79
99146,Male,2,Others,1,2.0,,4,2,0,0,25.0,0.81
99163,Female,2,Black,1,1.0,,4,3,0,0,5.0,0.02
99216,Female,2,White,1,3.0,,4,1,0,0,98.0,3.05
99235,Female,2,Black,1,2.0,,4,2,0,0,10.0,0.2
99252,Male,2,Black,1,,,5,1,2,0,78.0,3.41
99281,Male,2,Black,1,3.0,,4,2,1,0,35.0,1.06
99314,Male,2,White,1,,,5,1,2,0,25.0,0.83
99331,Female,2,White,1,3.0,,4,2,0,0,346.0,4.07
99362,Female,2,White,1,,,3,1,0,0,45.0,1.96
99368,Male,2,Black,1,2.0,,3,1,0,0,25.0,0.99
99375,Male,2,White,1,4.0,,3,1,0,0,45.0,1.86
99408,Female,2,White,1,,,4,2,0,0,88.0,3.67
99433,Female,2,White,1,,,4,2,0,0,464.0,4.07
99546,Male,2,White,1,,,3,2,0,0,20.0,0.72
99626,Female,2,Black,1,5.0,,5,1,1,1,35.0,1.22
99673,Female,2,White,1,5.0,,6,2,2,0,65.0,1.82
99722,Female,2,Mexican-American,1,2.0,,6,2,2,0,5.0,0.04
99746,Female,2,White,1,5.0,,5,2,1,0,55.0,1.53
99767,Female,2,White,1,,,5,2,1,0,55.0,1.53
99809,Female,2,Mexican-American,1,,,7,3,2,0,35.0,0.5
99846,Male,2,White,1,3.0,,2,1,0,0,25.0,1.35
100028,Female,2,Black,1,5.0,,3,1,1,0,15.0,0.58
100045,Female,2,Other Hispanic,1,2.0,,5,1,2,0,35.0,0.85
100121,Female,2,Mexican-American,1,,,2,1,0,0,20.0,0.99
100169,Female,2,Asian,1,,,5,3,0,0,75.0,2.43
100197,Male,2,Others,1,,,3,1,0,0,710.0,5.0
100308,Female,2,Black,1,5.0,,3,2,0,0,10.0,0.35
100381,Female,2,White,1,2.0,,7,1,3,0,503.0,3.23
100397,Male,2,Asian,1,1.0,,7,1,1,1,65.0,1.5
100416,Female,2,White,1,,,4,2,0,0,35.0,1.14
100452,Male,2,Black,1,5.0,,5,2,0,1,35.0,0.85
100459,Female,2,White,1,3.0,,3,1,0,0,25.0,1.1
100498,Male,2,Others,1,3.0,,5,2,0,0,983.0,4.25
100645,Female,2,Black,1,5.0,,4,1,0,1,65.0,2.39
100665,Female,2,White,1,3.0,,5,1,2,0,75.0,2.21
100683,Female,2,White,1,4.0,,6,2,2,0,25.0,0.7
100719,Female,2,Black,1,3.0,,2,1,0,1,10.0,0.37
100773,Male,2,White,1,,,5,1,2,0,87.0,3.06
100807,Female,2,Black,1,2.0,,3,1,0,0,35.0,1.65
100835,Male,2,Mexican-American,1,,,5,1,1,0,20.0,0.63
100858,Male,2,Asian,1,4.0,,7,2,3,2,63.0,
100867,Female,2,Black,1,,,3,1,0,0,5.0,0.1
100883,Female,2,Black,1,,,5,1,2,0,45.0,1.43
100897,Female,2,White,1,4.0,,4,1,1,0,756.0,4.51
100900,Female,2,Black,1,4.0,,5,1,2,0,45.0,1.29
101071,Male,2,White,1,2.0,,6,3,1,0,65.0,1.89
101072,Male,2,Mexican-American,1,,,4,1,1,0,35.0,1.2
101129,Male,2,White,1,3.0,,5,2,1,0,65.0,2.14
101133,Male,2,Others,1,,,5,2,1,0,65.0,2.15
101145,Male,2,Mexican-American,1,,,4,1,1,0,911.0,5.0
101146,Female,2,Mexican-American,1,2.0,,4,2,0,0,25.0,0.81
101170,Female,2,Asian,1,,,4,1,0,1,233.0,4.78
101198,Female,2,Black,1,,,5,1,0,0,75.0,2.21
101215,Male,2,Mexican-American,1,,,7,1,2,0,93.0,
101268,Male,2,White,1,3.0,,4,2,0,0,55.0,1.87
101296,Male,2,Black,1,,,6,3,1,0,55.0,1.52
101305,Male,2,Other Hispanic,1,3.0,,5,1,3,0,65.0,2.89
101338,Male,2,Black,1,4.0,,2,1,0,0,25.0,1.34
101374,Male,2,White,1,4.0,,5,3,0,0,89.0,2.85
101476,Female,2,Black,1,,,4,2,0,0,20.0,0.71
101569,Male,2,White,1,3.0,,6,1,3,0,55.0,1.61
101573,Female,2,White,1,3.0,,4,2,0,0,35.0,1.22
101592,Male,2,Black,1,,,7,3,1,0,75.0,1.18
101610,Female,2,Asian,1,4.0,,3,2,0,0,15.0,0.66
101643,Male,2,Black,1,3.0,,4,2,0,0,25.0,0.55
101686,Male,2,Black,1,5.0,,7,1,3,0,45.0,0.94
101738,Female,2,White,1,5.0,,3,1,0,0,119.0,5.0
101759,Female,2,White,1,3.0,,7,2,2,1,35.0,0.79
101944,Male,2,White,1,,,4,2,0,0,900.0,5.0
101948,Female,2,White,1,2.0,,2,1,0,0,20.0,1.11
101956,Male,2,Others,1,,,4,2,0,0,45.0,1.46
101970,Male,2,Mexican-American,1,,,7,3,2,0,25.0,0.45
102014,Male,2,Black,1,1.0,,3,2,0,0,15.0,0.49
102029,Female,2,Asian,1,,,4,2,0,0,916.0,5.0
102095,Male,2,Black,1,,,5,1,0,2,,
102127,Male,2,Black,1,,,3,1,1,0,65.0,2.94
102159,Female,2,White,1,5.0,,6,1,3,0,155.0,5.0
102180,Male,2,Others,1,,,3,1,0,0,612.0,5.0
102237,Female,2,Black,1,,,4,2,0,0,45.0,1.39
102308,Male,2,White,1,3.0,,7,2,0,0,90.0,2.01
102388,Male,2,White,1,5.0,,3,1,0,0,511.0,5.0
102409,Male,2,Black,1,,,5,2,1,0,25.0,0.68
102536,Male,2,Mexican-American,1,3.0,,4,1,0,0,45.0,1.59
102610,Male,2,Asian,1,2.0,,5,1,2,0,339.0,5.0
102630,Male,2,Others,1,1.0,,6,2,2,0,35.0,0.83
102711,Male,2,White,1,3.0,,6,2,0,0,13.0,
102774,Female,2,Black,1,4.0,,4,2,0,0,74.0,
102806,Female,2,Black,1,4.0,,7,3,0,0,,
102817,Male,2,White,1,4.0,,5,1,2,0,35.0,1.02
102829,Male,2,White,1,4.0,,3,1,0,0,45.0,1.68
102844,Male,2,Mexican-American,1,,,6,2,2,0,35.0,0.8
